MASTER_CAMPAIGN_ID,MEDIA_TYPE,OBJ_PRIORITY,OBJECTIVE,METRIC,PRODUCT,TIMEPERIOD,EXPOSED,CONTROL,UPLIFT,PCT_UPLIFT
i2c1509134a,TV Wall1,1,Retain existing customers,Existing_custs,Offer,3,15224,15524.48758,-300.487583,-0.019356
i2c1509134a,Six Sheets1,0,Overview,Known_spend,Offer,2,20294.72,18112.08861,2182.631391,0.120507
i2c1509134a,TV Wall1,0,Overview,Known_spend,Offer,2,317783.22,241617.6883,76165.5317,0.315232
i2c1507187a,Six Sheets1,1,Grow frequency of shop per customer,FOP,Offer,2,1.031471,1.043872,-0.012401,-0.01188
i2c1507187a,"Six Sheets1, TV Wall1",2,Acquire new customers,New_custs,Brand,3,1484,1071.589229,412.410771,0.384859
i2c1510047a,Instore Sampling3,3,Grow total units,Units,Brand,3,1531,1405.484717,125.515283,0.089304
i2c1509134a,JS Magazine1,3,Grow total category,Known_spend,Aisle,3,60492.11,52651.69138,7840.418624,0.148911
i2c1507187a,"Entrance Gates1, TV Wall1",2,Acquire new customers,New_custs,Offer,2,6173,3355.397857,2817.602143,0.839722
i2c1507187a,"Six Sheets1, TV Wall1",0,Overview,Units,Brand,2,38683,32947.0354,5735.964602,0.174097
i2c1507187a,"Entrance Gates1, Six Sheets1, TV Wall1",2,Acquire new customers,New_custs,Offer,2,1354,683.328817,670.671183,0.981477
i2c1509134a,"JS Magazine1, TV Wall1",1,Retain existing customers,Existing_custs,Offer,2,1107,997.087179,109.912821,0.110234
i2c1510047a,Instore Sampling3,1,Acquire new customers,New_custs,Brand,2,335,245,90,0.367347
i2c1510047a,Other,0,Overview,Known_spend,Offer,2,14343.23,7077.991855,7265.238145,1.026455
i2c1510047a,Total,3,Grow total units,Units,Brand,2,229326,155761.4006,73564.59943,0.47229
